Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry
AUPH,Aurinia Pharmaceuticals Inc,2.38,$76.84M,n/a,Health Care,Major Pharmaceuticals
EARS,Auris Medical Holding AG,3.53,$121.09M,2014,Health Care,Major Pharmaceuticals
ABTL,Autobytel Inc.,13.91,$148.65M,1999,Technology,"Computer Software: Programming, Data Processing"
ADSK,"Autodesk, Inc.",59.03,$13.25B,n/a,Technology,Computer Software: Prepackaged Software
AGMX,"AutoGenomics, Inc.",n/a,n/a,n/a,n/a,n/a
ADP,"Automatic Data Processing, Inc.",86.67,$39.48B,n/a,Technology,EDP Services
AAVL,"Avalanche Biotechnologies, Inc.",4.14,$112.32M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVNU,"Avenue Financial Holdings, Inc.",18.945,$196.23M,2015,Finance,Major Banks
AVEO,"AVEO Pharmaceuticals, Inc.",0.8698,$50.61M,2010,Health Care,Major Pharmaceuticals
AVXS,"AveXis, Inc.",36.46,$838.49M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVNW,"Aviat Networks, Inc.",0.67,$42.22M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
AVID,"Avid Technology, Inc.",5.72,$226.73M,1993,Miscellaneous,Industrial Machinery/Components
AVGR,"Avinger, Inc.",11.87,$150.66M,2015,Health Care,Medical/Dental Instruments
AVIR,"Aviragen Therapeutics, Inc.",1.56,$60.27M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CAR,"Avis Budget Group, Inc.",26.14,$2.47B,n/a,Consumer Services,Rental/Leasing Companies
AWRE,"Aware, Inc.",4.11,$94.5M,1996,Technology,Computer Software: Prepackaged Software
ACLS,"Axcelis Technologies, Inc.",2.42,$281.55M,2000,Technology,Industrial Machinery/Components
AXGN,"AxoGen, Inc.",5.68,$170.88M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AXSM,"Axsome Therapeutics, Inc.",11.18,$214.09M,2015,Health Care,Major Pharmaceuticals
AXTI,AXT Inc,3.15,$101.87M,1998,Technology,Semiconductors
BCOM,B Communications Ltd.,27.024,$807.72M,n/a,Consumer Services,Telecommunications Equipment
RILY,"B. Riley Financial, Inc.",9.94,$165.15M,n/a,Miscellaneous,Business Services
BOSC,B.O.S. Better Online Solutions,1.99,$4.74M,n/a,Technology,Computer Communications Equipment
BEAV,"B/E Aerospace, Inc.",47.35,$4.84B,1990,Consumer Durables,Industrial Specialties
BIDU,"Baidu, Inc.",163.05,$56.46B,2005,Technology,"Computer Software: Programming, Data Processing"
BCPC,Balchem Corporation,63.5,$2B,n/a,Basic Industries,Major Chemicals
BWINA,"Baldwin & Lyons, Inc.",24.2,$364.9M,n/a,Finance,Property-Casualty Insurers
BWINB,"Baldwin & Lyons, Inc.",25,$376.97M,n/a,Finance,Property-Casualty Insurers
BLDP,"Ballard Power Systems, Inc.",1.39,$218.03M,n/a,Energy,Industrial Machinery/Components
BANF,BancFirst Corporation,59.64,$927.18M,1993,Finance,Major Banks
BANFP,BancFirst Corporation,26.65,$26.65M,n/a,Finance,Major Banks
BKMU,Bank Mutual Corporation,7.93,$361.22M,n/a,Finance,Savings Institutions
BOCH,Bank of Commerce Holdings (CA),6.25,$84.01M,n/a,Finance,Major Banks
BMRC,Bank of Marin Bancorp,48.92,$297.35M,n/a,Finance,Major Banks
BKSC,Bank of South Carolina Corp.,16.09,$79.3M,n/a,Finance,Major Banks
BOTJ,"Bank of the James Financial Group, Inc.",11.76,$51.49M,n/a,Finance,Major Banks
OZRK,Bank of the Ozarks,36.73,$3.33B,1997,Finance,Major Banks
BFIN,BankFinancial Corporation,12.57,$250.64M,n/a,Finance,Savings Institutions
BWFG,"Bankwell Financial Group, Inc.",21.35,$160.75M,2014,Finance,Major Banks
BANR,Banner Corporation,41.82,$1.44B,n/a,Finance,Major Banks
BZUN,Baozun Inc.,5.59,$282.24M,2015,Consumer Services,Catalog/Specialty Distribution
BHAC,Barington/Hilco Acquisition Corp.,9.92,$56.16M,2015,Finance,Business Services
BHACR,Barington/Hilco Acquisition Corp.,0.2,n/a,2015,Finance,Business Services
BHACU,Barington/Hilco Acquisition Corp.,10.14,n/a,2015,Finance,Business Services
BHACW,Barington/Hilco Acquisition Corp.,0.08,n/a,2015,Finance,Business Services
BBSI,"Barrett Business Services, Inc.",29.8,$214.62M,1993,Technology,Professional Services
BSET,"Bassett Furniture Industries, Incorporated",28.01,$305.1M,n/a,Consumer Durables,Home Furnishings
BYBK,"Bay Bancorp, Inc.",5.04,$55.76M,n/a,Finance,Major Banks
BV,"Bazaarvoice, Inc.",3.4,$277.01M,2012,Technology,Computer Software: Prepackaged Software
BBCN,"BBCN Bancorp, Inc.",15.05,$1.2B,n/a,Finance,Major Banks
BCBP,"BCB Bancorp, Inc. (NJ)",10.0501,$112.78M,2005,Finance,Savings Institutions
BECN,"Beacon Roofing Supply, Inc.",42.41,$2.51B,2004,Consumer Services,RETAIL: Building Materials
BSF,"Bear State Financial, Inc.",9.03,$339.17M,n/a,Finance,Major Banks
BBGI,"Beasley Broadcast Group, Inc.",4.29,$99.5M,2000,Consumer Services,Broadcasting
BEBE,"bebe stores, inc.",0.35,$27.61M,1998,Consumer Non-Durables,Apparel
BBBY,Bed Bath & Beyond Inc.,43.61,$6.8B,1992,Consumer Services,Home Furnishings
BGNE,"BeiGene, Ltd.",28.19,$926.89M,2016,Health Care,Major Pharmaceuticals
BELFA,Bel Fuse Inc.,15.8,$187.65M,n/a,Capital Goods,Electrical Products
BELFB,Bel Fuse Inc.,17.43,$207.01M,n/a,Capital Goods,Electrical Products
BLPH,"Bellerophon Therapeutics, Inc.",1.21,$16.31M,2015,Health Care,Major Pharmaceuticals
BLCM,"Bellicum Pharmaceuticals, Inc.",9.25,$249.52M,2014,Health Care,Major Pharmaceuticals
BNCL,"Beneficial Bancorp, Inc.",13.66,$1.03B,n/a,Finance,Savings Institutions
BNFT,"Benefitfocus, Inc.",34.27,$1.01B,2013,Technology,Computer Software: Prepackaged Software
BNTC,Benitec Biopharma Limited,1.69,$11.67M,2015,Health Care,Major Pharmaceuticals
BNTCW,Benitec Biopharma Limited,1,n/a,2015,Health Care,Major Pharmaceuticals
BGCP,"BGC Partners, Inc.",9.06,$2.47B,n/a,Finance,Investment Bankers/Brokers/Service
BGFV,Big 5 Sporting Goods Corporation,8.94,$196.89M,2002,Consumer Services,Other Specialty Stores
BIND,"BIND Therapeutics, Inc.",0.37,$7.73M,2013,Health Care,Major Pharmaceuticals
ORPN,Bio Blast Pharma Ltd.,1.96,$27.89M,2014,Health Care,Major Pharmaceuticals
BASI,"Bioanalytical Systems, Inc.",1.02,$8.27M,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch
BIOC,"Biocept, Inc.",0.8275,$16.54M,2014,Health Care,Medical Specialities
BCRX,"BioCryst Pharmaceuticals, Inc.",2.83,$208.37M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BIOD,Biodel Inc.,0.3849,$24.69M,2007,Health Care,Major Pharmaceuticals
BDSI,"BioDelivery Sciences International, Inc.",2.18,$116.56M,n/a,Health Care,Major Pharmaceuticals
BIIB,Biogen Inc.,267.25,$58.54B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BIOL,"Biolase, Inc.",1.2,$69.87M,n/a,Health Care,Medical/Dental Instruments
BLFS,"BioLife Solutions, Inc.",1.75,$21.78M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BOLT,BioLight Life Sciences Ltd.,n/a,n/a,n/a,n/a,n/a
BLRX,BioLineRx Ltd.,0.965,$52.9M,n/a,Health Care,Major Pharmaceuticals
BMRN,BioMarin Pharmaceutical Inc.,82.22,$13.35B,1999,Health Care,Major Pharmaceuticals
BVXV,BiondVax Pharmaceuticals Ltd.,3.89,$13.14M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BVXVW,BiondVax Pharmaceuticals Ltd.,0.65,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BPTH,"Bio-Path Holdings, Inc.",2.67,$239.67M,n/a,Health Care,Major Pharmaceuticals
BIOS,"BioScrip, Inc.",2.76,$189.83M,n/a,Health Care,Medical/Nursing Services
BBC,BioShares Biotechnology Clinical Trials Fund,17.8899,$19.68M,n/a,n/a,n/a
BBP,BioShares Biotechnology Products Fund,25.2289,$22.71M,n/a,n/a,n/a
BSTC,BioSpecifics Technologies Corp,35.68,$250.62M,n/a,Health Care,Major Pharmaceuticals
BSTG,"Biostage, Inc.",2.24,$31.61M,n/a,Health Care,Medical/Dental Instruments
BSPM,"Biostar Pharmaceuticals, Inc.",1.22,$2.7M,n/a,Health Care,Major Pharmaceuticals
TECH,Bio-Techne Corp,101.29,$3.77B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAT,"BioTelemetry, Inc.",15,$418.42M,2008,Health Care,Medical/Dental Instruments
BITI,Biotie Therapies Corp.,26.2,$320.38M,2015,Health Care,Major Pharmaceuticals
BDMS,"Birner Dental Management Services, Inc.",11.14,$20.72M,1998,Health Care,Medical/Nursing Services
BJRI,"BJ&#39;s Restaurants, Inc.",43.93,$1.06B,n/a,Consumer Services,Restaurants
BBOX,Black Box Corporation,12.58,$193.51M,n/a,Technology,Computer Communications Equipment
BDE,"Black Diamond, Inc.",4.35,$134.18M,n/a,Consumer Non-Durables,Recreational Products/Toys
BLKB,"Blackbaud, Inc.",60.48,$2.87B,2004,Technology,Computer Software: Prepackaged Software
BBRY,BlackBerry Limited,6.68,$3.49B,n/a,Public Utilities,Telecommunications Equipment
HAWK,"Blackhawk Network Holdings, Inc.",31.67,$1.78B,2013,Finance,Finance: Consumer Services
BKCC,BlackRock Capital Investment Corporation,7.83,$571.31M,2007,n/a,n/a
ADRA,BLDRS Asia 50 ADR Index Fund,25.4501,$22.91M,n/a,n/a,n/a
ADRD,BLDRS Developed Markets 100 ADR Index Fund,19.749,$62.21M,n/a,n/a,n/a
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,30.54,$149.65M,n/a,n/a,n/a
ADRU,BLDRS Europe 100 ADR Index Fund,19.64,$14.73M,n/a,n/a,n/a
BLMN,"Bloomin&#39; Brands, Inc.",19.04,$2.19B,2012,Consumer Services,Restaurants
BCOR,"Blucora, Inc.",8.63,$356.95M,n/a,Technology,EDP Services
BLBD,Blue Bird Corporation,10.61,$222.67M,2014,Capital Goods,Construction/Ag Equipment/Trucks
BUFF,"Blue Buffalo Pet Products, Inc.",25.81,$5.06B,2015,Consumer Non-Durables,Packaged Foods
BHBK,"Blue Hills Bancorp, Inc.",14.64,$405.96M,2014,Finance,Major Banks
NILE,"Blue Nile, Inc.",25.4,$294.74M,2004,Consumer Services,Consumer Specialties
BLUE,"bluebird bio, Inc.",38.62,$1.43B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BKEP,"Blueknight Energy Partners L.P., L.L.C.",5.22,$173.32M,2011,Energy,Natural Gas Distribution
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",6.95,$209.6M,n/a,Energy,Natural Gas Distribution
BPMC,Blueprint Medicines Corporation,15.24,$414.55M,2015,Health Care,Major Pharmaceuticals
ITEQ,BlueStar TA-BIGITech Israel Technology ETF,23.09,n/a,n/a,n/a,n/a
STCK,"BMC Stock Holdings, Inc.",18.43,$1.21B,2013,Consumer Services,RETAIL: Building Materials
BNCN,BNC Bancorp,22.02,$898.23M,n/a,Finance,Major Banks
BOBE,"Bob Evans Farms, Inc.",46.47,$920.14M,n/a,Consumer Services,Restaurants
BOFI,"BofI Holding, Inc.",17.93,$1.13B,2005,Finance,Savings Institutions
BOFIL,"BofI Holding, Inc.",25.2475,n/a,n/a,Finance,Savings Institutions
WIFI,"Boingo Wireless, Inc.",7.01,$262.48M,2011,Consumer Services,Telecommunications Equipment
BOJA,"Bojangles&#39;, Inc.",17.45,$630.14M,2015,Consumer Services,Restaurants
BOKF,BOK Financial Corporation,58.9,$3.9B,n/a,Finance,Major Banks
BNSO,"Bonso Electronics International, Inc.",1.457,$7.64M,n/a,Capital Goods,Industrial Machinery/Components
BPFH,"Boston Private Financial Holdings, Inc.",11.9,$987.01M,n/a,Finance,Major Banks
BPFHP,"Boston Private Financial Holdings, Inc.",26.165,n/a,n/a,Finance,Major Banks
BPFHW,"Boston Private Financial Holdings, Inc.",5.68,n/a,n/a,Finance,Major Banks
EPAY,"Bottomline Technologies, Inc.",24.88,$1.01B,1999,Technology,Computer Software: Prepackaged Software
BLVD,Boulevard Acquisition Corp. II,9.64,$445.85M,2015,Finance,Business Services
BLVDU,Boulevard Acquisition Corp. II,9.8289,n/a,2015,Finance,Business Services
BLVDW,Boulevard Acquisition Corp. II,0.301,n/a,2015,Finance,Business Services
BOXL,Boxlight Corporation,n/a,n/a,n/a,n/a,n/a
BCLI,Brainstorm Cell Therapeutics Inc.,2.22,$41.41M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BBRG,"Bravo Brio Restaurant Group, Inc.",7.2,$105.81M,2010,Consumer Services,Restaurants
BBEP,Breitburn Energy Partners LP,0.2346,$50.13M,2006,Energy,Oil & Gas Production
BBEPP,Breitburn Energy Partners LP,1.03,$8.24M,n/a,Energy,Oil & Gas Production
BDGE,"Bridge Bancorp, Inc.",29.45,$513.85M,n/a,Finance,Major Banks
BLIN          ,"Bridgeline Digital, Inc.",0.7532,$4.01M,n/a,Technology,Computer Software: Prepackaged Software
BRID,Bridgford Foods Corporation,12.6,$114.37M,n/a,Consumer Non-Durables,Specialty Foods
BCOV,Brightcove Inc.,6.16,$201.85M,2012,Technology,EDP Services
AVGO,Broadcom Limited,143.85,$56.17B,2009,Technology,Semiconductors
BSFT,"BroadSoft, Inc.",39.85,$1.17B,2010,Technology,Computer Software: Prepackaged Software
BVSN,"BroadVision, Inc.",6.9603,$34.22M,1996,Technology,Computer Software: Prepackaged Software
BYFC,Broadway Financial Corporation,1.95,$56.7M,n/a,Finance,Savings Institutions
BWEN,"Broadwind Energy, Inc.",3.58,$54.02M,n/a,Capital Goods,Metal Fabrications
BRCD,"Brocade Communications Systems, Inc.",8.12,$3.25B,1999,Technology,Computer Communications Equipment
BRKL,"Brookline Bancorp, Inc.",11.21,$789.15M,n/a,Finance,Savings Institutions
BRKS,"Brooks Automation, Inc.",9.26,$635.39M,1995,Technology,Industrial Machinery/Components
BRKR,Bruker Corporation,27.1,$4.38B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BMTC,Bryn Mawr Bank Corporation,28.38,$476.99M,n/a,Finance,Major Banks
BLMT,"BSB Bancorp, Inc.",22.36,$203.34M,2011,Finance,Major Banks
BSQR,BSQUARE Corporation,5.47,$66.33M,1999,Miscellaneous,Business Services
BWLD,"Buffalo Wild Wings, Inc.",133.59,$2.52B,2003,Consumer Services,Restaurants
BLDR,"Builders FirstSource, Inc.",11.53,$1.27B,2005,Consumer Services,RETAIL: Building Materials
BUR,Burcon Nutrascience Corp,2.19,$78.47M,n/a,Consumer Non-Durables,Packaged Foods
CFFI,C&F Financial Corporation,38.28,$132.11M,n/a,Finance,Major Banks
CHRW,"C.H. Robinson Worldwide, Inc.",72.59,$10.4B,1997,Transportation,Oil Refining/Marketing
CA,CA Inc.,29.96,$12.49B,n/a,Technology,Computer Software: Prepackaged Software
CCMP,Cabot Microelectronics Corporation,41.74,$1B,2000,Technology,Semiconductors
CDNS,"Cadence Design Systems, Inc.",23.6,$7.1B,n/a,Technology,Computer Software: Prepackaged Software
CDZI,"Cadiz, Inc.",6.42,$114.91M,n/a,Public Utilities,Water Supply
CACQ,Caesars Acquisition Company,9.24,$1.27B,n/a,Consumer Services,Hotels/Resorts
CZR,Caesars Entertainment Corporation,7.16,$1.04B,2012,Consumer Services,Hotels/Resorts
CSTE,CaesarStone Sdot-Yam Ltd.,37.26,$1.32B,2012,Capital Goods,Building Materials
PRSS,CafePress Inc.,3.1299,$52.33M,2012,Consumer Services,Other Specialty Stores
CLBS,"Caladrius Biosciences, Inc.",0.62,$36.6M,n/a,Health Care,Hospital/Nursing Management
CLMS,"Calamos Asset Management, Inc.",7.49,$153.77M,2004,Finance,Investment Bankers/Brokers/Service
CHY,Calamos Convertible and High Income Fund,10.11,$733.06M,2003,n/a,n/a
CHI,Calamos Convertible Opportunities and Income Fund,9.58,$655.81M,2002,n/a,n/a
CCD,Calamos Dynamic Convertible & Income Fund,17.28,$421.37M,n/a,n/a,n/a
CFGE,Calamos Focus Growth ETF,10.09,$26.23M,n/a,n/a,n/a
CHW,Calamos Global Dynamic Income Fund,6.99,$412.46M,2007,n/a,n/a
CGO,Calamos Global Total Return Fund,10.81,$91.51M,2005,n/a,n/a
CSQ,Calamos Strategic Total Return Fund,9.73,$1.5B,2004,n/a,n/a
CAMP,CalAmp Corp.,14.69,$538.75M,1983,Technology,Radio And Television Broadcasting And Communications Equipment
CVGW,"Calavo Growers, Inc.",57.35,$999.92M,n/a,Consumer Non-Durables,Farming/Seeds/Milling
CFNB,California First National Bancorp,14.57,$149.78M,n/a,Finance,Major Banks
CALA,"Calithera Biosciences, Inc.",4.47,$82.3M,2014,Health Care,Major Pharmaceuticals
CALD,"Callidus Software, Inc.",17.17,$975.26M,2003,Technology,EDP Services
CALM,"Cal-Maine Foods, Inc.",48.89,$2.37B,1996,Consumer Non-Durables,Farming/Seeds/Milling
CLMT,"Calumet Specialty Products Partners, L.P.",3.88,$295.13M,2006,Energy,Integrated oil Companies
ABCD,"Cambium Learning Group, Inc.",4.21,$192.65M,n/a,Consumer Services,Publishing
CAC,Camden National Corporation,41.89,$430.3M,n/a,Finance,Major Banks
CAMT,Camtek Ltd.,1.91,$67.52M,2000,Capital Goods,Electronic Components
CSIQ,Canadian Solar Inc.,17.38,$972.68M,2006,Technology,Semiconductors
CGIX,"Cancer Genetics, Inc.",2.31,$31.54M,n/a,Health Care,Medical Specialities
CPHC,Canterbury Park Holding Corporation,10.425,$44.58M,n/a,Consumer Services,Services-Misc. Amusement & Recreation
CPLA,Capella Education Company,52.41,$611.99M,2006,Consumer Services,Other Consumer Services
CBF,Capital Bank Financial Corp.,29.55,$1.28B,2012,Finance,Major Banks
CCBG,Capital City Bank Group,14.84,$255.57M,n/a,Finance,Major Banks
CPLP,Capital Product Partners L.P.,2.65,$325.55M,2007,Transportation,Marine Transportation
CSWC,Capital Southwest Corporation,13.85,$217.72M,n/a,n/a,n/a
CPTA,Capitala Finance Corp.,13.33,$210.51M,2013,n/a,n/a
CLAC,Capitol Acquisition Corp. III,9.75,$396.09M,2015,Finance,Business Services
CLACU,Capitol Acquisition Corp. III,9.85,$246.25M,2015,Finance,Business Services
CLACW,Capitol Acquisition Corp. III,0.35,n/a,2015,Finance,Business Services
CFFN,"Capitol Federal Financial, Inc.",13.28,$1.82B,n/a,Finance,Savings Institutions
CAPN,"Capnia, Inc.",1.11,$17.1M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CAPNW,"Capnia, Inc.",0.2,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CAPR,"Capricor Therapeutics, Inc.",3.36,$60.32M,n/a,Health Care,Major Pharmaceuticals
CPST,Capstone Turbine Corporation,1.53,$32.01M,2000,Energy,Industrial Machinery/Components
CARA,"Cara Therapeutics, Inc.",5.64,$153.88M,2014,Health Care,Major Pharmaceuticals
CARB,"Carbonite, Inc.",9.03,$243.54M,2011,Technology,EDP Services
CBYL,"Carbylan Therapeutics, Inc.",0.78,$20.54M,2015,Health Care,Major Pharmaceuticals
CRDC,"Cardica, Inc.",2.78,$2.47M,2006,Health Care,Medical/Dental Instruments
CFNL,Cardinal Financial Corporation,21.7,$703.42M,1998,Finance,Major Banks
CRME,Cardiome Pharma Corporation,4.9,$97.63M,n/a,Health Care,Major Pharmaceuticals
CSII,"Cardiovascular Systems, Inc.",15.14,$494.68M,1981,Health Care,Medical/Dental Instruments
CATM,"Cardtronics, Inc.",38.36,$1.73B,2007,Miscellaneous,Business Services
CDNA,"CareDx, Inc.",4.1899,$58.49M,2014,Health Care,Medical Specialities
CECO,Career Education Corporation,5.785,$395.4M,1998,Consumer Services,Other Consumer Services
CTRE,"CareTrust REIT, Inc.",13.15,$633.13M,n/a,Consumer Services,Real Estate Investment Trusts
CKEC,"Carmike Cinemas, Inc.",29.84,$732.65M,n/a,Consumer Services,Movies/Entertainment
CLBH,Carolina Bank Holdings Inc.,15.77,$79.44M,n/a,Finance,Major Banks
CARO,Carolina Financial Corporation,19.15,$230.71M,n/a,Finance,Major Banks
CART,Carolina Trust Bank,6,$27.87M,n/a,n/a,n/a
CRZO,"Carrizo Oil & Gas, Inc.",34.36,$2.02B,1997,Energy,Oil & Gas Production
TAST,"Carrols Restaurant Group, Inc.",13.23,$474M,2006,Consumer Services,Restaurants
CRTN,"Cartesian, Inc.",1.781,$15.84M,n/a,Consumer Services,Professional Services
CARV,"Carver Bancorp, Inc.",3.45,$12.75M,n/a,Finance,Savings Institutions
CASM,"CAS Medical Systems, Inc.",1.84,$50.25M,n/a,Health Care,Medical/Dental Instruments
CACB,Cascade Bancorp,5.74,$417.91M,n/a,Finance,Major Banks
CSCD,"Cascade Microtech, Inc.",20.51,$326.35M,2004,Capital Goods,Electrical Products
CWST,"Casella Waste Systems, Inc.",7.38,$304.29M,1997,Public Utilities,Environmental Services
CASY,"Caseys General Stores, Inc.",114.48,$4.47B,1983,Consumer Durables,Automotive Aftermarket
CASI,"CASI Pharmaceuticals, Inc.",1.26,$53.65M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASS,"Cass Information Systems, Inc",47.84,$537.84M,n/a,Miscellaneous,Business Services
CATB,"Catabasis Pharmaceuticals, Inc.",4.63,$71.01M,2015,Health Care,Major Pharmaceuticals
CBIO,"Catalyst Biosciences, Inc. ",1.51,$17.26M,n/a,Health Care,Major Pharmaceuticals
CPRX,"Catalyst Pharmaceuticals, Inc.",0.596,$49.4M,2006,Health Care,Major Pharmaceuticals
CATY,Cathay General Bancorp,29.24,$2.33B,n/a,Finance,Major Banks
CATYW,Cathay General Bancorp,9,n/a,n/a,Finance,Major Banks
CVCO,"Cavco Industries, Inc.",96.54,$860.38M,n/a,Basic Industries,Homebuilding
CAVM,"Cavium, Inc.",47.78,$2.74B,2007,Technology,Semiconductors
CBFV,"CB Financial Services, Inc.",21,$85.7M,n/a,Finance,Major Banks
CNLM,CB Pharma Acquisition Corp.,10.14,$56.14M,2015,Finance,Business Services
CNLMR,CB Pharma Acquisition Corp.,0.08,n/a,2015,Finance,Business Services
CNLMU,CB Pharma Acquisition Corp.,10.2112,n/a,2014,Finance,Business Services
